,branch,opted_in,total_download_started,total_opted_out,total_move_download,total_cancel_click,cs_provider
51495,notification-interval-longer,0,0,0,0,0,1
51496,notification-interval-short,0,0,0,0,0,1
51497,notification-interval-short,0,0,0,0,0,1
51498,notification-interval-longer,0,0,0,0,0,1
51499,notification-interval-longer,0,0,0,0,0,1
51500,notification-interval-short,0,0,0,0,0,1
51501,notification-interval-longer,0,0,0,0,0,1
51502,notification-interval-short,0,0,0,0,0,1
51503,notification-interval-longer,0,0,0,0,0,1
51504,notification-interval-short,0,0,0,0,0,1
51505,control,0,1,0,0,0,1
51506,notification-interval-longer,0,0,0,0,0,2
51507,notification-interval-longer,0,6,0,0,0,1
51508,notification-interval-longer,0,19,0,0,0,1
51509,notification-interval-longer,0,0,0,0,0,1
51510,notification-interval-short,0,0,0,0,0,2
51511,notification-interval-short,0,0,0,0,0,1
51512,notification-interval-longer,0,0,0,0,0,1
51513,control,0,0,0,0,0,1
51514,notification-interval-longer,0,0,0,0,0,1
51515,notification-interval-short,0,0,0,0,0,1
51516,control,0,0,0,0,0,2
51517,notification-interval-short,0,2,0,0,1,2
51518,notification-interval-longer,0,0,0,0,0,1
51519,control,0,0,0,0,0,1
51520,notification-interval-longer,0,0,0,0,0,1
51521,notification-interval-short,0,0,0,0,0,1
51522,notification-interval-short,0,2,0,0,0,1
51523,control,0,5,0,0,0,1
51524,control,0,4,0,0,0,1
51525,notification-interval-short,0,22,0,0,3,1
51526,notification-interval-longer,0,0,0,0,0,1
51527,notification-interval-longer,0,0,0,0,0,1
51528,control,0,0,0,0,0,1
51529,notification-interval-longer,0,0,0,0,0,1
51530,notification-interval-short,0,0,0,0,0,1
51531,control,0,10,0,0,0,1
51532,notification-interval-short,0,0,0,0,0,1
51533,notification-interval-longer,0,1,0,0,0,1
51534,notification-interval-short,0,0,0,0,0,1
51535,notification-interval-longer,0,0,0,0,0,1
51536,notification-interval-longer,0,0,0,0,0,1
51537,notification-interval-longer,1,12,0,0,0,2
51538,notification-interval-longer,0,2,0,0,0,1
51539,notification-interval-longer,0,0,0,0,0,1
51540,control,0,1,0,0,0,1
51541,notification-interval-longer,0,0,0,0,0,2
51542,control,0,0,0,0,0,1
51543,control,0,0,0,0,0,1
51544,notification-interval-short,0,0,0,0,0,1
51545,control,0,0,0,0,0,1
51546,notification-interval-longer,0,0,0,0,0,1
51547,notification-interval-short,0,0,0,0,0,1
51548,notification-interval-short,0,0,0,0,0,1
51549,notification-interval-short,0,0,0,0,0,1
51550,control,0,34,0,0,0,1
51551,notification-interval-short,0,0,0,0,0,1
51552,notification-interval-short,0,3,0,0,0,1
51553,notification-interval-short,0,0,0,0,0,2
51554,control,0,0,0,0,0,1
51555,control,0,5,0,0,0,1
51556,notification-interval-short,0,0,0,0,0,2
51557,control,0,0,0,0,0,1
51558,notification-interval-longer,0,3,0,0,0,1
51559,notification-interval-longer,0,2,0,0,0,1
51560,notification-interval-short,0,0,0,0,0,1
51561,notification-interval-short,0,1,0,0,0,1
51563,notification-interval-short,0,0,0,0,0,1
51564,control,0,0,0,0,0,1
51565,control,0,0,0,0,0,1
51566,control,0,0,0,0,0,1
51567,notification-interval-longer,0,0,0,0,0,1
51568,notification-interval-short,0,0,0,0,0,1
51569,notification-interval-longer,0,36,0,0,0,1
51570,notification-interval-short,0,0,0,0,0,1
51571,notification-interval-longer,0,1,0,0,0,1
51572,notification-interval-short,0,0,0,0,0,1
51573,control,0,0,0,0,0,1
51574,notification-interval-longer,0,0,0,0,0,1
51575,control,0,0,0,0,0,1
51576,notification-interval-short,0,1,0,0,0,1
51577,notification-interval-longer,0,0,0,0,0,1
51578,control,0,0,0,0,0,1
51579,control,0,0,0,0,0,1
51580,control,0,0,0,0,0,1
51581,control,0,0,0,0,0,1
51582,notification-interval-longer,0,0,0,0,0,2
51583,control,0,0,0,0,0,1
51584,notification-interval-longer,0,0,0,0,0,1
51585,notification-interval-short,0,2,0,0,1,1
51586,control,0,0,0,0,0,2
51587,notification-interval-short,0,0,0,0,0,1
51588,control,0,2,0,0,0,2
51589,notification-interval-longer,0,0,0,0,0,1
51590,notification-interval-short,0,0,0,0,0,1
51591,notification-interval-longer,0,0,0,0,0,1
51592,notification-interval-longer,0,1,0,0,0,1
51593,control,0,0,0,0,0,1
51594,control,0,2,0,0,0,1
51595,notification-interval-short,0,0,0,0,0,1
51596,notification-interval-short,0,0,0,0,0,1
51597,notification-interval-short,0,29,0,0,0,1
51598,control,0,1,0,0,0,1
51599,control,0,0,0,0,0,1
51600,notification-interval-longer,0,0,0,0,0,1
51601,notification-interval-longer,0,2,0,0,0,1
51602,notification-interval-longer,0,0,0,0,0,1
51603,notification-interval-longer,0,0,0,0,0,1
51604,notification-interval-short,0,4,0,0,0,1
51605,control,0,0,0,0,0,1
51606,notification-interval-longer,0,0,0,0,0,1
51607,notification-interval-short,0,0,0,0,0,1
51608,control,0,0,0,0,0,1
51609,notification-interval-short,0,0,0,0,0,1
51610,notification-interval-short,0,1,0,0,0,1
51611,notification-interval-longer,0,2,0,0,0,1
51612,notification-interval-longer,0,0,0,0,0,1
51613,notification-interval-short,0,0,0,0,0,1
51614,notification-interval-short,0,0,0,0,0,1
51615,notification-interval-short,0,0,0,0,0,1
51616,notification-interval-longer,0,10,0,0,1,1
51617,notification-interval-short,0,33,0,0,0,2
51618,notification-interval-longer,0,0,0,0,0,2
51619,notification-interval-longer,0,0,0,0,0,1
51620,control,0,0,0,0,0,2
51621,notification-interval-short,0,0,0,0,0,1
51622,notification-interval-short,0,0,0,0,0,1
51623,notification-interval-short,0,1,0,0,0,1
51624,notification-interval-longer,0,0,0,0,0,1
51625,control,0,0,0,0,0,2
51626,control,0,12,0,0,0,1
51627,control,0,0,0,0,0,1
51628,notification-interval-short,0,2,0,0,0,1
51629,notification-interval-longer,0,0,0,0,0,1
51630,notification-interval-longer,0,21,0,0,0,1
51631,notification-interval-short,0,2,0,0,0,1
51632,notification-interval-longer,1,1,0,0,0,1
51633,notification-interval-short,0,27,0,0,2,1
51634,notification-interval-longer,0,1,0,0,0,1
51635,notification-interval-short,0,0,0,0,0,1
51636,notification-interval-short,0,4,0,0,0,1
51637,notification-interval-short,0,0,0,0,0,1
51638,control,0,0,0,0,0,2
51639,notification-interval-longer,0,1,0,0,0,1
51640,notification-interval-longer,0,0,0,0,0,1
51641,control,0,0,0,0,0,2
51642,notification-interval-longer,0,0,0,0,0,1
51643,notification-interval-short,0,9,0,0,0,2
51644,notification-interval-short,0,0,0,0,0,2
51645,control,0,0,0,0,0,1
51646,notification-interval-longer,0,1,0,0,0,1
51647,notification-interval-longer,0,1,0,0,0,1
51648,control,0,1,0,0,0,1
51649,notification-interval-longer,0,0,0,0,0,1
51650,control,0,0,0,0,0,1
51651,notification-interval-short,0,0,0,0,0,1
51652,notification-interval-short,0,11,0,0,0,1
51653,notification-interval-short,0,10,0,0,0,1
51654,notification-interval-longer,0,0,0,0,0,1
51655,notification-interval-short,0,15,0,0,0,1
51656,control,0,0,0,0,0,1
51657,control,0,0,0,0,0,1
51658,notification-interval-short,0,3,0,0,0,2
51659,notification-interval-short,0,0,0,0,0,2
51660,notification-interval-longer,0,0,0,0,0,1
51661,notification-interval-short,0,0,0,0,0,1
51662,control,0,0,0,0,0,1
51663,notification-interval-longer,0,0,0,0,0,1
51664,notification-interval-short,0,0,0,0,0,1
51665,notification-interval-short,0,2,0,0,1,1
51666,notification-interval-longer,0,0,0,0,0,1
51667,notification-interval-short,0,17,0,0,0,1
51668,notification-interval-short,1,1,0,0,0,1
51669,notification-interval-longer,0,1,0,0,0,1
51670,notification-interval-longer,0,0,0,0,0,1
51671,notification-interval-longer,0,0,0,0,0,1
51672,notification-interval-longer,0,0,0,0,0,1
51673,notification-interval-short,0,0,0,0,0,1
51674,notification-interval-short,0,0,0,0,0,1
51675,notification-interval-short,0,0,0,0,0,1
51676,notification-interval-longer,0,4,0,0,0,1
51677,notification-interval-longer,0,0,0,0,0,2
51679,notification-interval-longer,0,0,0,0,0,1
51680,notification-interval-longer,0,6,0,0,1,1
51681,notification-interval-short,0,0,0,0,0,2
51682,control,0,1,0,0,0,1
51683,notification-interval-longer,0,11,0,0,1,1
51684,notification-interval-longer,0,1,0,0,0,2
51685,notification-interval-short,0,3,0,0,0,1
51686,notification-interval-longer,1,10,0,0,0,1
51687,notification-interval-short,0,0,0,0,0,1
51688,notification-interval-short,0,21,0,0,0,1
51689,notification-interval-short,0,3,0,0,1,1
51690,notification-interval-longer,0,13,0,0,0,1
51691,notification-interval-longer,0,2,0,0,0,1
51692,notification-interval-longer,0,0,0,0,0,1
51693,control,0,0,0,0,0,1
51694,notification-interval-short,0,0,0,0,0,1
51695,notification-interval-short,0,0,0,0,0,1
51696,notification-interval-short,0,0,0,0,0,1
51697,notification-interval-longer,0,2,0,0,0,1
51698,notification-interval-short,0,0,0,0,0,1
51699,notification-interval-longer,0,0,0,0,0,2
51700,notification-interval-short,0,0,0,0,0,1
51701,notification-interval-longer,0,12,0,0,0,1
51702,notification-interval-longer,0,0,0,0,0,1
51703,notification-interval-longer,0,0,0,0,0,1
51704,notification-interval-longer,0,0,0,0,0,1
51705,notification-interval-short,0,24,0,0,0,1
51706,notification-interval-longer,0,1,0,0,0,1
51707,control,0,0,0,0,0,1
51708,notification-interval-short,0,0,0,0,0,1
51709,control,0,0,0,0,0,1
51710,notification-interval-short,0,8,0,0,1,2
51711,control,0,0,0,0,0,1
51712,control,0,0,0,0,0,1
51713,notification-interval-longer,0,6,0,0,0,1
51714,notification-interval-longer,0,3,0,0,0,1
51715,control,0,0,0,0,0,1
51716,control,0,0,0,0,0,1
51717,notification-interval-short,0,1,0,0,0,1
51718,control,0,0,0,0,0,1
51719,notification-interval-short,0,0,0,0,0,1
51720,notification-interval-short,0,0,0,0,0,1
51721,notification-interval-longer,0,0,0,0,0,1
51722,notification-interval-short,0,0,0,0,0,1
51723,notification-interval-short,0,0,0,0,0,1
51724,notification-interval-longer,0,25,0,0,0,2
51725,notification-interval-longer,0,0,0,0,0,1
51726,notification-interval-short,0,3,0,0,0,1
51727,notification-interval-longer,0,0,0,0,0,1
51728,notification-interval-longer,0,0,0,0,0,1
51729,notification-interval-longer,0,0,0,0,0,1
51730,control,0,2,0,0,0,1
51731,notification-interval-short,0,4,0,0,0,1
51732,notification-interval-short,0,0,0,0,0,1
51733,notification-interval-longer,0,0,0,0,0,1
51734,notification-interval-short,0,1,0,0,0,1
51735,notification-interval-longer,0,0,0,0,0,2
51736,control,0,12,0,0,0,2
51737,notification-interval-short,0,18,0,0,0,1
51738,notification-interval-short,0,0,0,0,0,1
51739,notification-interval-longer,0,0,0,0,0,1
51740,control,0,0,0,0,0,2
51741,control,0,0,0,0,0,1
51742,notification-interval-longer,0,0,0,0,0,1
51743,notification-interval-longer,0,0,0,0,0,1
51744,notification-interval-longer,0,0,0,0,0,1
51745,control,0,0,0,0,0,1
51746,notification-interval-longer,0,0,0,0,0,1
51747,notification-interval-short,0,3,0,0,0,1
51748,notification-interval-short,0,0,0,0,0,1
51749,notification-interval-short,0,0,0,0,0,1
51750,notification-interval-longer,0,0,0,0,0,1
51751,notification-interval-short,0,0,0,0,0,1
51752,control,0,7,0,0,0,1
51753,control,0,1,0,0,0,1
51754,notification-interval-longer,0,0,0,0,0,1
51755,control,0,0,0,0,0,1
51756,notification-interval-short,0,1,0,0,0,1
51757,notification-interval-short,0,0,0,0,0,1
51758,notification-interval-short,0,0,0,0,0,1
51759,notification-interval-short,0,1,0,0,0,1
51760,notification-interval-longer,0,0,0,0,0,1
51761,notification-interval-short,0,0,0,0,0,1
51762,notification-interval-short,0,24,0,0,9,1
51763,notification-interval-longer,0,0,0,0,0,1
51764,notification-interval-short,0,0,0,0,0,1
51765,control,0,0,0,0,0,1
51766,notification-interval-longer,0,0,0,0,0,1
51767,control,0,9,0,0,0,1
51768,notification-interval-longer,0,0,0,0,0,1
51769,notification-interval-longer,0,0,0,0,0,1
51770,control,0,5,0,0,0,1
51771,control,0,0,0,0,0,1
51772,notification-interval-short,0,0,0,0,0,1
51773,control,0,0,0,0,0,1
51774,notification-interval-longer,0,0,0,0,0,2
51775,notification-interval-short,0,2,0,0,0,1
51776,notification-interval-short,0,1,0,0,0,1
51777,notification-interval-longer,0,0,0,0,0,1
51778,notification-interval-longer,0,0,0,0,0,1
51779,control,0,0,0,0,0,1
51780,control,0,0,0,0,0,1
51781,notification-interval-short,0,0,0,0,0,1
51782,notification-interval-longer,0,9,0,0,0,1
51783,notification-interval-short,0,1,0,0,0,1
51784,control,0,1,0,0,0,1
51785,notification-interval-short,0,0,0,0,0,1
51786,notification-interval-short,0,0,0,0,0,2
51787,control,0,2,0,0,0,1
51788,notification-interval-longer,0,1,0,0,0,1
51789,notification-interval-short,0,6,0,0,2,1
51790,notification-interval-short,0,0,0,0,0,1
51791,control,0,44,0,0,0,1
51792,notification-interval-short,0,0,0,0,0,1
51793,notification-interval-short,0,0,0,0,0,1
51794,notification-interval-short,0,2,0,0,0,1
51795,notification-interval-longer,0,2,0,0,0,1
51796,notification-interval-short,0,0,0,0,0,1
51797,control,0,0,0,0,0,1
51798,notification-interval-longer,0,0,0,0,0,1
51799,notification-interval-short,0,6,0,0,0,1
51800,notification-interval-short,0,14,0,0,0,1
51801,notification-interval-short,0,9,0,0,0,1
51802,notification-interval-short,0,0,0,0,0,1
51803,notification-interval-longer,0,11,0,0,1,1
51804,notification-interval-short,0,5,0,0,1,1
51805,notification-interval-short,0,0,0,0,0,1
51806,notification-interval-short,0,2,0,0,0,1
51807,notification-interval-longer,0,1,0,0,0,1
51808,notification-interval-short,0,0,0,0,0,1
51809,notification-interval-longer,0,1,0,0,0,1
51810,notification-interval-short,0,0,0,0,0,1
51811,notification-interval-short,0,0,0,0,0,1
51812,notification-interval-short,0,0,0,0,0,1
51813,notification-interval-short,0,12,0,0,1,1
51814,notification-interval-longer,0,0,0,0,0,1
51815,control,0,1,0,0,0,1
51816,notification-interval-short,0,1,0,0,0,1
51817,notification-interval-short,0,0,0,0,0,1
51818,control,0,7,0,0,0,1
51819,notification-interval-short,0,3,0,0,0,1
51820,notification-interval-short,0,0,0,0,0,2
51821,control,0,2,0,0,0,1
51822,notification-interval-short,0,15,0,0,1,1
51823,notification-interval-short,0,0,0,0,0,1
51824,notification-interval-short,0,5,0,0,1,1
51825,notification-interval-short,0,0,0,0,0,2
51826,control,0,0,0,0,0,1
51827,notification-interval-longer,0,5,0,0,0,1
51828,notification-interval-longer,0,0,0,0,0,1
51829,notification-interval-longer,0,1,0,0,0,2
51830,notification-interval-longer,0,0,0,0,0,1
51831,control,0,5,0,0,0,1
51832,notification-interval-short,0,0,0,0,0,2
51833,notification-interval-short,0,4,0,0,1,1
51834,control,0,0,0,0,0,1
51835,control,0,1,0,0,0,1
51836,notification-interval-longer,0,0,0,0,0,1
51837,notification-interval-short,0,5,0,0,1,1
51838,control,0,0,0,0,0,1
51839,notification-interval-longer,0,0,0,0,0,1
51840,notification-interval-longer,0,2,0,0,0,1
51841,notification-interval-longer,0,0,0,0,0,1
51842,notification-interval-longer,0,12,0,0,0,1
51843,notification-interval-longer,0,9,0,0,1,1
51844,notification-interval-short,0,0,0,0,0,1
51845,notification-interval-short,0,0,0,0,0,1
51846,control,0,5,0,0,0,1
51847,control,0,2,0,0,0,1
51848,control,0,0,0,0,0,1
51849,notification-interval-short,0,0,0,0,0,1
51850,notification-interval-longer,0,3,0,0,1,1
51851,control,0,0,0,0,0,1
51852,notification-interval-longer,0,0,0,0,0,1
51853,notification-interval-short,0,8,0,0,2,2
51854,notification-interval-short,0,0,0,0,0,1
51855,notification-interval-longer,0,58,0,0,1,2
51856,notification-interval-longer,0,14,0,0,0,1
51857,notification-interval-short,0,0,0,0,0,1
51858,notification-interval-short,0,0,0,0,0,1
51859,notification-interval-short,0,0,0,0,0,2
51860,notification-interval-short,0,0,0,0,0,1
51861,notification-interval-longer,0,3,0,0,1,2
51862,notification-interval-short,0,3,0,0,0,1
51863,notification-interval-short,0,0,0,0,0,1
51864,notification-interval-short,0,0,0,0,0,1
51865,notification-interval-short,0,0,0,0,0,1
51866,notification-interval-longer,0,2,0,0,0,2
51867,notification-interval-short,0,0,0,0,0,1
51868,notification-interval-short,0,0,0,0,0,1
51869,control,0,0,0,0,0,1
51870,notification-interval-short,0,23,0,0,2,1
51871,control,0,0,0,0,0,1
51872,notification-interval-short,0,0,0,0,0,1
51873,notification-interval-short,0,0,0,0,0,1
51874,control,0,0,0,0,0,1
51875,control,0,0,0,0,0,1
51876,control,0,0,0,0,0,1
51877,control,0,0,0,0,0,1
51878,notification-interval-short,0,0,0,0,0,1
51879,notification-interval-longer,0,4,0,0,0,2
51880,control,0,0,0,0,0,1
51882,notification-interval-short,0,0,0,0,0,1
51883,notification-interval-short,0,2,0,0,0,1
51884,control,0,0,0,0,0,1
51885,control,0,0,0,0,0,1
51886,notification-interval-short,0,0,0,0,0,1
51887,notification-interval-short,0,0,0,0,0,1
51888,control,0,0,0,0,0,2
51889,notification-interval-longer,0,0,0,0,0,1
51890,control,0,0,0,0,0,1
51891,notification-interval-short,0,1,0,0,1,1
51892,notification-interval-short,0,0,0,0,0,1
51893,notification-interval-short,0,0,0,0,0,1
51894,notification-interval-longer,0,2,0,0,0,1
51895,control,0,33,0,0,0,1
51896,notification-interval-longer,0,0,0,0,0,2
51897,control,0,3,0,0,0,1
51898,notification-interval-longer,0,0,0,0,0,1
51899,notification-interval-longer,0,0,0,0,0,1
51900,notification-interval-longer,0,8,0,0,0,1
51901,notification-interval-short,0,0,0,0,0,2
51902,notification-interval-longer,0,0,0,0,0,1
51903,control,0,0,0,0,0,1
51904,control,0,0,0,0,0,1
51905,control,0,0,0,0,0,1
51906,control,0,8,0,0,0,1
51907,notification-interval-short,0,0,0,0,0,1
51908,control,0,0,0,0,0,1
51909,notification-interval-short,0,0,0,0,0,1
51910,notification-interval-longer,0,0,0,0,0,1
51911,notification-interval-short,0,0,0,0,0,1
51912,notification-interval-longer,0,45,0,0,0,1
51913,notification-interval-longer,0,0,0,0,0,1
51914,notification-interval-short,0,2,0,0,0,1
51915,notification-interval-longer,0,0,0,0,0,1
51916,notification-interval-longer,0,0,0,0,0,1
51917,control,0,0,0,0,0,1
51918,notification-interval-longer,0,0,0,0,0,1
51919,notification-interval-longer,0,2,0,0,0,1
51920,control,0,0,0,0,0,1
51921,notification-interval-longer,0,0,0,0,0,1
51922,notification-interval-short,0,0,0,0,0,1
51923,notification-interval-short,0,0,0,0,0,2
51924,control,0,0,0,0,0,1
51925,notification-interval-short,0,59,0,0,0,1
51926,notification-interval-longer,0,0,0,0,0,2
51927,notification-interval-longer,0,0,0,0,0,1
51928,notification-interval-longer,0,0,0,0,0,2
51929,control,0,1,0,0,0,2
51930,notification-interval-short,0,0,0,0,0,1
51931,notification-interval-short,0,4,0,0,0,1
51932,notification-interval-longer,0,1,0,0,0,1
51933,notification-interval-short,0,10,0,0,0,1
51935,notification-interval-short,0,0,0,0,0,1
51936,control,0,0,0,0,0,1
51937,control,0,0,0,0,0,1
51938,notification-interval-longer,0,1,0,0,0,1
51939,notification-interval-short,0,0,0,0,0,1
51940,notification-interval-short,0,0,0,0,0,1
51941,notification-interval-short,0,0,0,0,0,1
51942,control,0,0,0,0,0,1
51943,notification-interval-short,0,0,0,0,0,1
51944,notification-interval-short,0,0,0,0,0,1
51945,notification-interval-short,0,0,0,0,0,1
51946,notification-interval-longer,0,7,0,0,0,1
51947,notification-interval-short,0,0,0,0,0,1
51948,control,0,0,0,0,0,2
51949,notification-interval-longer,0,0,0,0,0,1
51950,notification-interval-short,0,0,0,0,0,1
51951,notification-interval-short,0,0,0,0,0,1
51952,control,0,1,0,0,0,1
51953,notification-interval-longer,0,1,0,0,0,1
51954,notification-interval-short,0,1,0,0,0,1
51955,notification-interval-longer,0,9,0,0,0,1
51956,notification-interval-short,0,1,0,0,0,1
51957,control,0,1,0,0,0,1
51958,notification-interval-longer,0,0,0,0,0,1
51959,control,0,0,0,0,0,1
51960,notification-interval-longer,0,17,0,0,0,1
51961,control,0,4,0,0,0,1
51962,notification-interval-short,0,1,0,0,0,1
51963,control,0,6,0,0,0,1
51964,notification-interval-longer,0,6,0,0,0,1
51965,control,0,0,0,0,0,1
51966,notification-interval-longer,0,3,0,0,1,1
51967,control,0,0,0,0,0,1
51968,notification-interval-longer,0,0,0,0,0,1
51969,notification-interval-short,0,2,0,0,0,1
51970,notification-interval-short,0,0,0,0,0,1
51971,notification-interval-longer,0,0,0,0,0,1
51972,notification-interval-longer,0,20,0,0,0,1
51973,notification-interval-short,0,0,0,0,0,1
51974,notification-interval-short,0,0,0,0,0,1
51975,control,0,1,0,0,0,1
51976,control,0,2,0,0,0,1
51977,notification-interval-longer,0,0,0,0,0,1
51978,notification-interval-short,0,0,0,0,0,1
51979,notification-interval-short,0,0,0,0,0,1
51980,control,0,0,0,0,0,1
51981,notification-interval-longer,0,0,0,0,0,1
51982,notification-interval-longer,0,0,0,0,0,1
51983,notification-interval-short,0,0,0,0,0,1
51984,notification-interval-longer,0,0,0,0,0,1
51985,notification-interval-short,0,0,0,0,0,2
51986,notification-interval-short,0,0,0,0,0,1
51987,notification-interval-longer,0,0,0,0,0,2
51988,control,0,0,0,0,0,1
51989,notification-interval-longer,1,8,0,0,0,1
51990,notification-interval-longer,0,0,0,0,0,1
51991,notification-interval-short,0,0,0,0,0,1
51992,control,0,0,0,0,0,1
51993,control,0,0,0,0,0,1
51994,notification-interval-short,0,0,0,0,0,2
51995,control,0,0,0,0,0,1
51996,notification-interval-short,0,0,0,0,0,1
51997,notification-interval-short,0,0,0,0,0,1
51998,control,0,1,0,0,0,1
51999,control,0,0,0,0,0,1
52000,notification-interval-short,0,0,0,0,0,1
52001,control,0,0,0,0,0,1
52002,control,0,5,0,0,0,1
52003,notification-interval-short,0,0,0,0,0,2
52004,notification-interval-short,0,0,0,0,0,1
52005,notification-interval-short,0,0,0,0,0,1
52006,control,0,0,0,0,0,1
52007,notification-interval-short,0,0,0,0,0,1
52008,control,0,0,0,0,0,1
52009,notification-interval-short,0,0,0,0,0,1
52011,notification-interval-longer,0,0,0,0,0,1
52012,notification-interval-short,0,0,0,0,0,1
52013,notification-interval-short,0,4,0,0,0,1
52014,notification-interval-longer,0,0,0,0,0,1
52015,control,0,0,0,0,0,1
52016,control,0,1,0,0,0,1
52017,control,0,0,0,0,0,1
52018,control,0,0,0,0,0,1
52019,notification-interval-short,0,1,0,0,0,1
52020,notification-interval-short,0,0,0,0,0,1
52021,notification-interval-short,0,0,0,0,0,2
52022,notification-interval-short,0,0,0,0,0,1
52023,control,0,0,0,0,0,1
52024,control,0,1,0,0,0,1
52026,notification-interval-short,0,0,0,0,0,1
52027,control,0,0,0,0,0,2
52028,notification-interval-longer,0,0,0,0,0,1
52029,notification-interval-longer,0,0,0,0,0,2
52030,notification-interval-short,0,0,0,0,0,1
52031,notification-interval-short,0,7,0,0,0,1
52032,control,0,0,0,0,0,1
52033,control,0,0,0,0,0,1
52034,control,0,4,0,0,0,1
52035,notification-interval-short,0,0,0,0,0,1
52036,notification-interval-short,0,0,0,0,0,2
52037,notification-interval-short,0,23,0,0,1,2
52038,control,0,4,0,0,0,1
52039,notification-interval-short,0,1,0,0,0,1
52040,control,0,0,0,0,0,1
52041,notification-interval-short,0,0,0,0,0,1
52042,control,0,0,0,0,0,1
52043,notification-interval-longer,0,0,0,0,0,2
52044,control,0,3,0,0,0,1
52045,notification-interval-longer,0,0,0,0,0,1
52046,notification-interval-short,0,5,0,0,0,1
52047,notification-interval-longer,0,1,0,0,0,1
52048,notification-interval-short,0,0,0,0,0,1
52049,notification-interval-longer,0,0,0,0,0,1
52050,notification-interval-short,0,0,0,0,0,1
52051,notification-interval-short,0,0,0,0,0,1
52052,notification-interval-short,0,2,0,0,1,1
52053,control,0,0,0,0,0,1
52054,notification-interval-short,0,0,0,0,0,1
52055,control,0,0,0,0,0,1
52056,control,0,0,0,0,0,1
52057,notification-interval-short,0,0,0,0,0,1
52058,notification-interval-longer,0,41,0,0,0,1
52059,notification-interval-short,0,0,0,0,0,1
52060,notification-interval-short,0,0,0,0,0,1
52061,notification-interval-short,0,0,0,0,0,1
52062,notification-interval-longer,0,0,0,0,0,1
52063,notification-interval-longer,0,0,0,0,0,1
52064,notification-interval-short,0,0,0,0,0,1
52065,notification-interval-short,0,0,0,0,0,1
52067,notification-interval-longer,0,3,0,0,0,1
52068,notification-interval-longer,0,0,0,0,0,1
52069,notification-interval-longer,0,0,0,0,0,2
52070,control,0,0,0,0,0,1
52071,notification-interval-short,0,0,0,0,0,1
52072,notification-interval-longer,0,0,0,0,0,1
52073,control,0,3,0,0,0,1
52074,notification-interval-short,0,0,0,0,0,1
52075,control,0,0,0,0,0,1
52076,notification-interval-longer,0,0,0,0,0,1
52077,notification-interval-longer,0,0,0,0,0,1
52078,notification-interval-short,0,1,0,0,1,1
52079,notification-interval-longer,0,0,0,0,0,1
52080,notification-interval-longer,0,0,0,0,0,1
52081,control,0,0,0,0,0,1
52082,notification-interval-longer,0,1,0,0,0,1
52083,control,0,0,0,0,0,1
52084,notification-interval-longer,0,0,0,0,0,1
52085,control,0,1,0,0,0,1
52086,notification-interval-short,0,4,0,0,0,1
52087,control,0,0,0,0,0,1
52088,notification-interval-longer,0,15,0,0,0,1
52089,notification-interval-longer,0,1,0,0,0,1
52090,notification-interval-longer,0,32,0,0,1,1
52091,notification-interval-longer,0,0,0,0,0,1
52092,notification-interval-short,0,1,0,0,0,1
52093,notification-interval-short,0,2,0,0,0,1
52094,control,0,0,0,0,0,1
52095,notification-interval-longer,0,0,0,0,0,1
52096,notification-interval-short,0,0,0,0,0,1
52097,notification-interval-short,0,3,0,0,0,1
52098,notification-interval-short,0,0,0,0,0,1
52099,notification-interval-longer,0,0,0,0,0,1
52100,notification-interval-short,0,0,0,0,0,1
52101,notification-interval-longer,0,0,0,0,0,1
52102,notification-interval-short,0,2,0,0,0,1
52103,notification-interval-short,0,3,0,0,0,2
52104,notification-interval-short,0,1,0,0,0,1
52105,notification-interval-short,0,0,0,0,0,1
52106,notification-interval-short,0,0,0,0,0,1
52108,control,0,0,0,0,0,1
52109,notification-interval-longer,0,0,0,0,0,1
52110,control,0,0,0,0,0,1
52111,notification-interval-longer,0,0,0,0,0,1
52112,notification-interval-short,0,1,0,0,0,1
52113,notification-interval-short,0,1,0,0,0,1
52114,control,0,0,0,0,0,1
52115,notification-interval-longer,0,13,0,0,0,2
52116,notification-interval-longer,0,2,0,0,0,1
52117,notification-interval-longer,0,0,0,0,0,1
52118,notification-interval-longer,0,0,0,0,0,1
52119,notification-interval-longer,0,28,0,0,1,1
52120,notification-interval-longer,0,0,0,0,0,1
52121,notification-interval-short,0,0,0,0,0,1
52122,control,0,0,0,0,0,1
52123,notification-interval-longer,0,6,0,0,0,1
52124,notification-interval-short,0,0,0,0,0,1
52125,notification-interval-longer,0,1,0,0,0,1
52126,control,0,4,0,0,0,1
52127,notification-interval-short,0,0,0,0,0,1
52128,notification-interval-short,0,0,0,0,0,1
52129,notification-interval-longer,0,0,0,0,0,1
52130,notification-interval-longer,0,0,0,0,0,1
52131,control,0,1,0,0,0,1
52132,notification-interval-short,0,0,0,0,0,1
52133,control,0,0,0,0,0,1
52134,notification-interval-longer,0,43,0,0,0,1
52135,notification-interval-longer,0,0,0,0,0,1
52136,control,0,0,0,0,0,1
52137,control,0,1,0,0,0,1
52138,notification-interval-short,0,1,0,0,0,1
52139,notification-interval-short,0,2,0,0,0,1
52140,control,0,0,0,0,0,1
52141,notification-interval-short,0,3,0,0,0,1
52142,notification-interval-longer,0,0,0,0,0,1
52143,notification-interval-short,0,0,0,0,0,1
